,Orig,OrigCode,Dest,DestCode,Total,WorksFromHome,Underground,Train,Bus,Taxi,CarDrive,CarPass,Motobike,Bicycle,Walk,Other,OrigCodeNew,DestCodeNew,Oi1_origpop,Oi2_origsal,Dj1_destpop,Dj2_destsal,TotalNoIntra,offset,Dist
167,Bromley,00AF,Barnet,00AC,162,0,21,68,3,0,57,3,4,0,6,0,E09000006,E09000003,164000,19100,159000,18700,162,0.0,32662.258227735932
168,Bromley,00AF,Bexley,00AD,3199,0,3,103,266,6,2597,114,55,25,23,7,E09000006,E09000004,164000,19100,112000,18300,3199,0.0,11733.620640776207
169,Bromley,00AF,Brent,00AE,201,0,19,68,18,0,80,6,4,3,3,0,E09000006,E09000005,164000,19100,127000,16500,201,0.0,30382.587608306152
170,Bromley,00AF,Bromley,00AF,63942,12653,391,3105,6288,610,28615,2654,494,782,8127,223,E09000006,E09000006,164000,19100,164000,19100,0,1e-10,0.0
171,Bromley,00AF,Camden,00AG,3780,0,130,3155,58,3,284,24,86,27,7,6,E09000006,E09000007,164000,19100,101000,19800,3780,0.0,24233.703797960723
172,Bromley,00AF,Croydon,00AH,6268,0,729,324,859,9,3781,210,121,71,121,43,E09000006,E09000008,164000,19100,153000,18300,6268,0.0,9835.338617889316
173,Bromley,00AF,Ealing,00AJ,293,0,51,107,3,0,119,6,4,0,0,3,E09000006,E09000009,164000,19100,141000,17500,293,0.0,31422.1906228162
174,Bromley,00AF,Enfield,00AK,84,0,11,18,3,0,49,3,0,0,0,0,E09000006,E09000010,164000,19100,128000,17500,84,0.0,32498.911920174538
175,Bromley,00AF,Greenwich,00AL,2586,0,12,132,222,3,1999,103,51,26,32,6,E09000006,E09000011,164000,19100,91000,18600,2586,0.0,11399.700645017367
176,Bromley,00AF,Hackney,00AM,728,0,17,435,16,3,205,6,34,6,3,3,E09000006,E09000012,164000,19100,72000,17700,728,0.0,21584.704883031976
177,Bromley,00AF,Hammersmith and Fulham,00AN,859,0,91,551,12,3,169,0,30,3,0,0,E09000006,E09000013,164000,19100,83000,21000,859,0.0,23362.186906154802
178,Bromley,00AF,Haringey,00AP,134,0,10,56,0,0,62,3,3,0,0,0,E09000006,E09000014,164000,19100,90000,19100,134,0.0,26687.17684082855
179,Bromley,00AF,Harrow,00AQ,59,0,11,20,6,0,22,0,0,0,0,0,E09000006,E09000015,164000,19100,100000,19300,59,0.0,37078.92817040357
180,Bromley,00AF,Havering,00AR,119,0,3,20,3,0,90,0,0,0,3,0,E09000006,E09000016,164000,19100,114000,17400,119,0.0,24284.702076470152
181,Bromley,00AF,Hillingdon,00AS,248,0,11,27,0,3,195,0,6,0,6,0,E09000006,E09000017,164000,19100,113000,17600,248,0.0,39361.70040323878
182,Bromley,00AF,Hounslow,00AT,285,0,24,118,3,0,122,8,10,0,0,0,E09000006,E09000018,164000,19100,101000,16500,285,0.0,30971.572494351305
183,Bromley,00AF,Islington,00AU,2094,0,64,1651,17,6,265,30,47,11,3,0,E09000006,E09000019,164000,19100,82000,18700,2094,0.0,22625.23683887288
184,Bromley,00AF,Kensington and Chelsea,00AW,1241,0,54,905,27,3,193,7,41,5,3,3,E09000006,E09000020,164000,19100,75000,25900,1241,0.0,22222.392665879444
185,Bromley,00AF,Kingston upon Thames,00AX,227,0,10,58,0,0,144,4,5,3,3,0,E09000006,E09000021,164000,19100,77000,19500,227,0.0,23626.82281200001
186,Bromley,00AF,Lambeth,00AY,3570,0,49,1432,228,3,1632,77,96,30,17,6,E09000006,E09000022,164000,19100,119000,18200,3570,0.0,14916.055564644135
187,Bromley,00AF,Lewisham,00AZ,5360,0,14,393,557,7,3800,210,106,112,161,0,E09000006,E09000023,164000,19100,113000,18000,5360,0.0,9848.803547280075
188,Bromley,00AF,Merton,00BA,647,0,72,94,34,6,397,10,24,3,3,4,E09000006,E09000024,164000,19100,96000,18500,647,0.0,17822.045175228835
189,Bromley,00AF,Newham,00BB,419,0,12,82,13,0,284,9,19,0,0,0,E09000006,E09000025,164000,19100,88000,15300,419,0.0,17259.47889190177
190,Bromley,00AF,Redbridge,00BC,100,0,0,15,0,0,68,6,7,0,4,0,E09000006,E09000026,164000,19100,118000,17200,100,0.0,23829.89241547416
191,Bromley,00AF,Richmond upon Thames,00BD,191,0,9,86,0,0,83,6,3,4,0,0,E09000006,E09000027,164000,19100,94000,23400,191,0.0,26512.725244280588
192,Bromley,00AF,Southwark,00BE,6057,0,54,2951,245,20,2389,159,170,36,27,6,E09000006,E09000028,164000,19100,97000,16900,6057,0.0,14341.057889600466
193,Bromley,00AF,Sutton,00BF,796,0,20,93,45,0,599,15,17,4,0,3,E09000006,E09000029,164000,19100,98000,17600,796,0.0,15991.324050150275
194,Bromley,00AF,Tower Hamlets,00BG,3385,0,239,1847,64,11,1020,55,110,29,10,0,E09000006,E09000030,164000,19100,76000,19100,3385,0.0,17077.468058344693
195,Bromley,00AF,Waltham Forest,00BH,196,0,8,42,6,0,128,6,0,3,3,0,E09000006,E09000031,164000,19100,99000,16600,196,0.0,25099.46550287699
196,Bromley,00AF,Wandsworth,00BJ,1371,0,35,417,43,3,787,27,37,19,3,0,E09000006,E09000032,164000,19100,143000,21700,1371,0.0,18779.25787054447
197,Bromley,00AF,Westminster,00BK,12802,0,384,10737,218,15,1008,94,241,63,28,14,E09000006,E09000033,164000,19100,95000,21900,12802,0.0,21559.72250819688
198,Camden,00AG,City of London,00AA,8795,0,5738,1042,441,130,501,60,128,209,532,14,E09000007,E09000001,101000,19800,12000,38300,8795,0.0,5742.818328059456
199,Camden,00AG,Barking and Dagenham,00AB,36,0,11,6,0,0,16,0,3,0,0,0,E09000007,E09000002,101000,19800,56000,16200,36,0.0,20157.230194820466
200,Camden,00AG,Barnet,00AC,1496,0,310,79,270,3,664,40,12,31,84,3,E09000007,E09000003,101000,19800,159000,18700,1496,0.0,8560.390058181607
201,Camden,00AG,Bexley,00AD,32,0,4,9,0,0,13,6,0,0,0,0,E09000007,E09000004,101000,19800,112000,18300,32,0.0,22882.838829759527
202,Camden,00AG,Brent,00AE,1350,0,327,118,179,4,498,22,21,28,144,9,E09000007,E09000005,101000,19800,127000,16500,1350,0.0,7774.499806044896
203,Camden,00AG,Bromley,00AF,60,0,20,24,3,0,13,0,0,0,0,0,E09000007,E09000006,101000,19800,164000,19100,60,0.0,24233.703797960723
204,Camden,00AG,Camden,00AG,36395,9860,5089,1058,3710,399,3889,356,340,1279,10016,399,E09000007,E09000007,101000,19800,101000,19800,0,1e-10,0.0
205,Camden,00AG,Croydon,00AH,147,0,39,60,4,3,25,9,4,0,3,0,E09000007,E09000008,101000,19800,153000,18300,147,0.0,21808.897594092854
206,Camden,00AG,Ealing,00AJ,643,0,181,81,39,11,274,15,11,15,13,3,E09000007,E09000009,101000,19800,141000,17500,643,0.0,12334.350482402995
207,Camden,00AG,Enfield,00AK,295,0,67,19,24,0,173,6,0,0,3,3,E09000007,E09000010,101000,19800,128000,17500,295,0.0,12610.023711742684
208,Camden,00AG,Greenwich,00AL,140,0,50,28,18,0,41,0,0,0,3,0,E09000007,E09000011,101000,19800,91000,18600,140,0.0,16811.018977317053
209,Camden,00AG,Hackney,00AM,1201,0,466,134,145,5,279,14,28,80,47,3,E09000007,E09000012,101000,19800,72000,17700,1201,0.0,6558.931031201693
210,Camden,00AG,Hammersmith and Fulham,00AN,1870,0,991,76,99,9,509,36,35,89,20,6,E09000007,E09000013,101000,19800,83000,21000,1870,0.0,7212.07475495143
211,Camden,00AG,Haringey,00AP,666,0,137,35,128,3,291,9,19,12,32,0,E09000007,E09000014,101000,19800,90000,19100,666,0.0,5993.682286620672
212,Camden,00AG,Harrow,00AQ,330,0,150,22,6,0,140,6,3,3,0,0,E09000007,E09000015,101000,19800,100000,19300,330,0.0,13965.357755950814
213,Camden,00AG,Havering,00AR,43,0,6,15,3,0,19,0,0,0,0,0,E09000007,E09000016,101000,19800,114000,17400,43,0.0,26268.726922034202
214,Camden,00AG,Hillingdon,00AS,473,0,127,52,9,0,268,11,3,3,0,0,E09000007,E09000017,101000,19800,113000,17600,473,0.0,20000.57725875343
215,Camden,00AG,Hounslow,00AT,473,0,131,79,18,0,207,12,7,13,6,0,E09000007,E09000018,101000,19800,101000,16500,473,0.0,16883.618006426335
216,Camden,00AG,Islington,00AU,4987,0,1709,415,820,39,883,63,98,335,613,12,E09000007,E09000019,101000,19800,82000,18700,4987,0.0,3279.7870833797247
217,Camden,00AG,Kensington and Chelsea,00AW,2267,0,1120,97,382,16,398,29,47,111,64,3,E09000007,E09000020,101000,19800,75000,25900,2267,0.0,5576.654307481658
218,Camden,00AG,Kingston upon Thames,00AX,89,0,16,46,3,0,15,3,3,0,0,3,E09000007,E09000021,101000,19800,77000,19500,89,0.0,19794.28693640315
219,Camden,00AG,Lambeth,00AY,1338,0,768,60,150,6,203,9,20,49,70,3,E09000007,E09000022,101000,19800,119000,18200,1338,0.0,10648.901773364058
220,Camden,00AG,Lewisham,00AZ,140,0,53,27,9,0,33,0,0,6,12,0,E09000007,E09000023,101000,19800,113000,18000,140,0.0,14483.900386973726
221,Camden,00AG,Merton,00BA,139,0,63,24,8,0,35,0,6,3,0,0,E09000007,E09000024,101000,19800,96000,18500,139,0.0,15428.0586794541
222,Camden,00AG,Newham,00BB,290,0,102,65,25,3,78,6,0,4,7,0,E09000007,E09000025,101000,19800,88000,15300,290,0.0,13698.18342710773
223,Camden,00AG,Redbridge,00BC,84,0,31,12,10,0,31,0,0,0,0,0,E09000007,E09000026,101000,19800,118000,17200,84,0.0,16752.65485272647
224,Camden,00AG,Richmond upon Thames,00BD,195,0,65,64,13,0,49,0,4,0,0,0,E09000007,E09000027,101000,19800,94000,23400,195,0.0,15770.308712817889
225,Camden,00AG,Southwark,00BE,1784,0,1091,114,175,11,232,7,29,65,57,3,E09000007,E09000028,101000,19800,97000,16900,1784,0.0,9895.596198452387
226,Camden,00AG,Sutton,00BF,54,0,3,38,3,0,10,0,0,0,0,0,E09000007,E09000029,101000,19800,98000,17600,54,0.0,20549.71524289188
227,Camden,00AG,Tower Hamlets,00BG,2614,0,1902,78,71,20,349,26,43,80,31,14,E09000007,E09000030,101000,19800,76000,19100,2614,0.0,9174.599352358826
228,Camden,00AG,Waltham Forest,00BH,204,0,62,23,18,0,86,3,3,6,3,0,E09000007,E09000031,101000,19800,99000,16600,204,0.0,11348.659344978432
229,Camden,00AG,Wandsworth,00BJ,588,0,288,65,41,6,118,3,15,28,21,3,E09000007,E09000032,101000,19800,143000,21700,588,0.0,10691.603532769597
230,Camden,00AG,Westminster,00BK,18829,0,8005,440,4448,242,1640,232,326,844,2600,52,E09000007,E09000033,101000,19800,95000,21900,18829,0.0,3671.4964749293836
231,Croydon,00AH,City of London,00AA,5925,0,246,5010,140,7,350,37,102,16,13,4,E09000008,E09000001,153000,18300,12000,38300,5925,0.0,17701.85088011146
232,Croydon,00AH,Barking and Dagenham,00AB,85,0,3,11,3,0,53,6,6,0,0,3,E09000008,E09000002,153000,18300,56000,16200,85,0.0,25978.83705238108
233,Croydon,00AH,Barnet,00AC,204,0,46,71,9,0,63,0,8,4,0,3,E09000008,E09000003,153000,18300,159000,18700,204,0.0,30229.607824154173
234,Croydon,00AH,Bexley,00AD,300,0,3,13,12,0,253,7,6,0,3,3,E09000008,E09000004,153000,18300,112000,18300,300,0.0,19820.170232349
235,Croydon,00AH,Brent,00AE,329,0,50,81,18,3,151,10,3,3,6,4,E09000008,E09000005,153000,18300,127000,16500,329,0.0,25859.602871738156
236,Croydon,00AH,Bromley,00AF,5152,0,163,155,750,12,3553,232,66,61,140,20,E09000008,E09000006,153000,18300,164000,19100,5152,0.0,9835.338617889316
237,Croydon,00AH,Camden,00AG,3248,0,262,2282,201,0,350,19,95,36,3,0,E09000008,E09000007,153000,18300,101000,19800,3248,0.0,21808.897594092854
238,Croydon,00AH,Croydon,00AH,78405,13372,2881,4134,12048,600,28762,2979,596,913,11673,447,E09000008,E09000008,153000,18300,153000,18300,0,1e-10,0.0
239,Croydon,00AH,Ealing,00AJ,405,0,50,125,21,0,181,3,19,0,3,3,E09000008,E09000009,153000,18300,141000,17500,405,0.0,25162.648432760278
240,Croydon,00AH,Enfield,00AK,120,0,6,42,12,0,54,3,3,0,0,0,E09000008,E09000010,153000,18300,128000,17500,120,0.0,32891.40186495561
241,Croydon,00AH,Greenwich,00AL,523,0,9,69,44,3,376,6,16,0,0,0,E09000008,E09000011,153000,18300,91000,18600,523,0.0,16556.20238635976
242,Croydon,00AH,Hackney,00AM,599,0,45,342,29,0,153,4,12,3,11,0,E09000008,E09000012,153000,18300,72000,17700,599,0.0,21971.319506722324
243,Croydon,00AH,Hammersmith and Fulham,00AN,1284,0,156,608,44,3,378,14,50,24,4,3,E09000008,E09000013,153000,18300,83000,21000,1284,0.0,18104.944803419497
244,Croydon,00AH,Haringey,00AP,177,0,57,46,10,0,55,3,3,0,0,3,E09000008,E09000014,153000,18300,90000,19100,177,0.0,26186.033415654074
245,Croydon,00AH,Harrow,00AQ,97,0,25,31,3,0,35,3,0,0,0,0,E09000008,E09000015,153000,18300,100000,19300,97,0.0,32228.164593458103
246,Croydon,00AH,Havering,00AR,82,0,0,17,0,0,61,4,0,0,0,0,E09000008,E09000016,153000,18300,114000,17400,82,0.0,31483.77073089767
247,Croydon,00AH,Hillingdon,00AS,457,0,16,59,3,0,358,10,8,0,3,0,E09000008,E09000017,153000,18300,113000,17600,457,0.0,32398.88155198543
248,Croydon,00AH,Hounslow,00AT,581,0,18,262,19,0,255,11,7,3,6,0,E09000008,E09000018,153000,18300,101000,16500,581,0.0,23133.60900700191
249,Croydon,00AH,Islington,00AU,1752,0,162,1178,45,8,279,23,34,14,9,0,E09000008,E09000019,153000,18300,82000,18700,1752,0.0,21547.788997270774
250,Croydon,00AH,Kensington and Chelsea,00AW,1478,0,148,867,81,0,283,17,50,12,12,8,E09000008,E09000020,153000,18300,75000,25900,1478,0.0,17796.649646552367
251,Croydon,00AH,Kingston upon Thames,00AX,827,0,56,215,34,0,476,18,9,10,3,6,E09000008,E09000021,153000,18300,77000,19500,827,0.0,14371.739506829988
252,Croydon,00AH,Lambeth,00AY,6844,0,115,1328,1300,11,3530,243,131,82,93,11,E09000008,E09000022,153000,18300,119000,18200,6844,0.0,11170.522614282398
253,Croydon,00AH,Lewisham,00AZ,1563,0,33,193,177,3,1043,56,29,13,10,6,E09000008,E09000023,153000,18300,113000,18000,1563,0.0,11339.820782313713
254,Croydon,00AH,Merton,00BA,3521,0,435,263,352,9,2132,129,69,55,57,20,E09000008,E09000024,153000,18300,96000,18500,3521,0.0,9779.91240739334
255,Croydon,00AH,Newham,00BB,202,0,26,53,9,0,111,3,0,0,0,0,E09000008,E09000025,153000,18300,88000,15300,202,0.0,20962.639162224343
256,Croydon,00AH,Redbridge,00BC,64,0,6,11,7,0,37,0,3,0,0,0,E09000008,E09000026,153000,18300,118000,17200,64,0.0,28015.28986614312
257,Croydon,00AH,Richmond upon Thames,00BD,480,0,9,226,15,0,209,10,5,3,0,3,E09000008,E09000027,153000,18300,94000,23400,480,0.0,18442.888784549064
258,Croydon,00AH,Southwark,00BE,4513,0,114,1954,404,7,1757,98,96,46,30,7,E09000008,E09000028,153000,18300,97000,16900,4513,0.0,13259.239197912984
259,Croydon,00AH,Sutton,00BF,6744,0,274,570,797,17,4264,265,128,118,295,16,E09000008,E09000029,153000,18300,98000,17600,6744,0.0,6341.127245387056
260,Croydon,00AH,Tower Hamlets,00BG,2000,0,155,1316,42,3,421,15,38,7,3,0,E09000008,E09000030,153000,18300,76000,19100,2000,0.0,18215.119194470266
261,Croydon,00AH,Waltham Forest,00BH,130,0,13,35,4,0,65,10,0,0,3,0,E09000008,E09000031,153000,18300,99000,16600,130,0.0,27053.9140608149
262,Croydon,00AH,Wandsworth,00BJ,4270,0,178,1220,395,6,2183,111,93,64,20,0,E09000008,E09000032,153000,18300,143000,21700,4270,0.0,12769.979753746691
263,Croydon,00AH,Westminster,00BK,10583,0,598,7827,559,17,1155,95,208,62,48,14,E09000008,E09000033,153000,18300,95000,21900,10583,0.0,18313.205883703482
264,Ealing,00AJ,City of London,00AA,4855,0,4117,255,34,10,305,33,56,30,8,7,E09000009,E09000001,141000,17500,12000,38300,4855,0.0,16582.000062122665
265,Ealing,00AJ,Barking and Dagenham,00AB,30,0,8,3,0,0,19,0,0,0,0,0,E09000009,E09000002,141000,17500,56000,16200,30,0.0,32293.480563057932
266,Ealing,00AJ,Barnet,00AC,967,0,89,29,101,0,664,28,17,14,25,0,E09000009,E09000003,141000,17500,159000,18700,967,0.0,13365.61649477046
267,Ealing,00AJ,Bexley,00AD,33,0,8,4,0,0,21,0,0,0,0,0,E09000009,E09000004,141000,17500,112000,18300,33,0.0,33578.75820742622
268,Ealing,00AJ,Brent,00AE,5263,0,334,154,902,12,3185,230,68,115,251,12,E09000009,E09000005,141000,17500,127000,16500,5263,0.0,5943.963204646058
269,Ealing,00AJ,Bromley,00AF,91,0,25,18,7,0,41,0,0,0,0,0,E09000009,E09000006,141000,17500,164000,19100,91,0.0,31422.1906228162
270,Ealing,00AJ,Camden,00AG,4547,0,2981,482,106,7,768,50,75,66,12,0,E09000009,E09000007,141000,17500,101000,19800,4547,0.0,12334.350482402995
271,Ealing,00AJ,Croydon,00AH,182,0,37,59,8,0,66,3,3,3,3,0,E09000009,E09000008,141000,17500,153000,18300,182,0.0,25162.648432760278
272,Ealing,00AJ,Ealing,00AJ,54260,12256,3479,1107,6786,243,18956,1767,350,1417,7644,255,E09000009,E09000009,141000,17500,141000,17500,0,1e-10,0.0
273,Ealing,00AJ,Enfield,00AK,223,0,40,10,13,0,141,6,4,0,6,3,E09000009,E09000010,141000,17500,128000,17500,223,0.0,22129.201155564875
274,Ealing,00AJ,Greenwich,00AL,136,0,34,13,16,0,58,9,0,3,3,0,E09000009,E09000011,141000,17500,91000,18600,136,0.0,27366.799780335157
275,Ealing,00AJ,Hackney,00AM,522,0,329,44,16,0,111,3,13,3,0,3,E09000009,E09000012,141000,17500,72000,17700,522,0.0,18864.571350238617
276,Ealing,00AJ,Hammersmith and Fulham,00AN,8579,0,3438,284,978,20,2708,189,149,422,382,9,E09000009,E09000013,141000,17500,83000,21000,8579,0.0,8239.934635054828
277,Ealing,00AJ,Haringey,00AP,267,0,71,20,27,0,126,8,9,0,3,3,E09000009,E09000014,141000,17500,90000,19100,267,0.0,17243.5280216933
278,Ealing,00AJ,Harrow,00AQ,2601,0,209,65,516,6,1570,94,30,20,88,3,E09000009,E09000015,141000,17500,100000,19300,2601,0.0,8399.998687971052
279,Ealing,00AJ,Havering,00AR,48,0,6,3,3,0,30,6,0,0,0,0,E09000009,E09000016,141000,17500,114000,17400,48,0.0,38517.5295193162
280,Ealing,00AJ,Hillingdon,00AS,13055,0,1023,479,2378,40,8045,651,121,127,162,29,E09000009,E09000017,141000,17500,113000,17600,13055,0.0,8229.588337490643
281,Ealing,00AJ,Hounslow,00AT,9869,0,883,233,1530,22,5489,393,115,391,789,24,E09000009,E09000018,141000,17500,101000,16500,9869,0.0,6481.137325310124
282,Ealing,00AJ,Islington,00AU,1795,0,1149,169,49,0,321,19,56,22,10,0,E09000009,E09000019,141000,17500,82000,18700,1795,0.0,15586.954944560617
